"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","1040302480","Washer","B","10","GB/T96.1-2002"
"9","1040302489","Washer","B","25","GB/T97.1-2002"
"28","1040002434","Bolt","A","6","GB/T5783-2016"
"37","1040004517","Bolt","A","7","GB/T5783-2000"
"38","02551500810001010","Power switch mount bracket","A","1",""
"39","00771400801400001","Battery bracket","C","1",""
"40","00771400800001052","Pull rod","A","2",""
"41","00771100800401031","Battery bracket I","A","1",""
"42","1040002738","Bolt","A","2","GB/T5783-2000"
"43","1040300735","Washer","A","2","GB/T96.1-2002"
"44","00771100850001062","Battery water fender","A","1",""
"45","1040200504","Nut","A","2","GB/T889.1-2000"
