"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1019809038","Flow distributing and collecting valve","A","1",""
"2","1019809039","Flow distributing and collecting valve","A","2",""
"3","1010306554","Check valve","A","1",""
"4","1010306318","Flush valve","A","1",""
"5","1010306840","Overflow valve","A","1",""
"6","1019809040","Shuttle valve","A","1",""
"7","1010310790","Glue resistant iron plug","A","10",""
"8","1010310791","Glue resistant iron plug","A","7",""
"9","1010310792","Glue resistant iron plug","A","5",""
"10","1010310793","Glue resistant iron plug","A","2",""
"11","1010307951","Check valve","A","2",""
