"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02555500310200000","First boom section weldment","B","1",""
"16","1040004518","Bolt","A","6","GB/T5783-2000"
"17","1040301515","Washer","A","25","GB/T97.1-2002"
"78","1040002738","Bolt","A","4","GB/T5783-2000"
"79","1040300771","Washer","A","4","GB/T97.1-2002"
"80","02551500300830000","Anti-rotating pipe weld","A","2",""
"81","1040302512","Washer","A","9","GB/T96.1-2002"
"82","1040302513","Washer","A","2","GB/T96.1-2002"
"83","00771400300830001","Fixed pulley","A","2",""
"84","1040002434","Bolt","A","4","GB/T5783-2016"
"85","1040201382","Nut","A","2","GB/T6170-2000"
"86","1040200161","Nut","A","2","GB/T889-1986"
"87","1040302492","Washer","B","2","GB/T97.1-2002"
"88","00771400340001091","Sensor hood","A","1",""
