"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","1040301515","Washer","A","16","GB/T97.1-2002"
"7","1040004590","Bolt","A","4","GB/T5783-2000"
"8","00771400211200000","Adjustable clamp","B","2",""
"11","00771400210001180","Stop pin","C","3",""
"13","00773400200001020","Bearing","B","4",""
"14","02555400200001090","Pin VI","A","1",""
"26","1040103076","Screw","A","4","GB/T70.3-2008"
"27","00773700400001290","Snap gauge","C","2",""
"28","00773400400001020","Bearing","A","2",""
"29","02555400200001080","Pin I","A","1",""
"30","02555400200600000","Support","C","1",""
