"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771107160801020","Intake hose II","C","1",""
"2","1990202288","Spiral turbine rod clamp","A","3","SX12/W3/45-67"
"3","1040004518","Bolt","A","2","GB/T5783-2000"
"4","00771107121001060","Bilateral clamp","A","1",""
"5","1040004517","Bolt","A","2","GB/T5783-2000"
"6","1040200503","Nut","A","2","GB/T889.1-2000"
"7","1040302480","Washer","B","4","GB/T96.1-2002"
"8","00771107160801050","Bending plate","B","1",""
"9","00771107160801030","Intake steel tube","C","1",""
"10","00771107160801010","Intake hose I","B","1",""
"11","1990202289","Spiral turbine rod clamp","A","1","SX12/W3/57-79"
"12","1040004519","Bolt","A","2","GB/T5783-2000"
"13","1040301515","Washer","A","2","GB/T97.1-2002"
"14","1000000939_REF010","Reference assembly","A","1",""
"15","00773407140801050","Intake tube","A","1",""
"16","1990202290","Spiral turbine rod clamp","A","1","SX12/W3/70-92"
