"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"32","1040300159","Washer","A","2","GB/T96.1-2002"
"33","1029904920","ZDU2.5 short contact tag","A","4","2002-402"
"34","1020605395","Fuse","A","4","297005"
"35","1020605394","Fuse","A","1","297010"
"36","1029904980","Terminal","A","8","2004-1301"
"37","1020520942","End plate","A","1","2002-1691"
"38","1029905392","Terminal","A","5","2002-1681"
"39","1020704265","3 wire grounding terminal strip","A","4","2004-1307"
"40","1029904933","Dam-board","A","2","2004-1392"
"41","1020700974","Dam-board","A","2","249-116"
"42","1029906990","ITT plug","A","1","192900-0074"
"43","1029907643","Socket","A","1","192900-0437"
"44","1020809446","Guide rail","A","1","SU 35/7.5-1(4.8-25)"
"45","1029805618","Socket","A","1","T417111005-002"
"46","1029805617","Cover cap","A","1","P5407601000000"
"47","1022396084","Cable fixed head","A","1","HSK-M20B"
"48","1020404405","Flashy buzzer","B","1","AD17-
22SML/DC12VR"
"49","1040004672","Bolt","A","2","GB/T5783-2000"
"50","1040302529","Washer","A","2","GB/T96.1-2002"
"51","1040300051","Washer","A","4","GB/T97.1-2002"
"52","1040300062","Washer","B","4","GB/T93-1987"
"53","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
"54","1020103903","Controller","B","1","RC28-14/30"
