"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004519","Bolt","A","8","GB/T5783-2000"
"2","1040302480","Washer","B","10","GB/T96.1-2002"
"9","1040302489","Washer","B","25","GB/T97.1-2002"
"13","1040004033","Bolt","A","7","GB/T5783-2000"
"48","1040301515","Washer","A","23","GB/T97.1-2002"
"64","1040004518","Bolt","A","17","GB/T5783-2000"
"65","00771100800001030","Gear cover","A","1",""
"66","02551500801000001","Pipeline bracket II","A","1",""
"67","1040103205","Screw","A","1","GB/T70.1-2000"
"68","00771100800001080","Lock pin","C","1",""
"69","00771400850001160","Seal plate II","A","1",""
