"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1022600168","Light","A","2","LP203P"
"2","1029904249","Socket outlet(2 inserts)","A","2","DT06-2S"
"3","1020700949","Plug bush(2 inserts)","A","2","DT04-2P"
"4","1029900396","ITT socket","A","1",""
"5","1020700955","Socket outlet(4 inserts)","A","1","DT06-4S"
"6","1020700953","Plug bush","A","1","DT04-4P"
"7","00772706200230081","Anti-extrusion harness","B","1",""
"8","1029906298","Limit switch","A","2","ZCD21+ZCE01+ZC
Y25+ZC DEP16"
"9","1020700959","Socket outlet","A","1","DT06-6S"
"10","1020700957","Plug bush(6 inserts) 0.75-2.0","B","1","DT04-6P"
"11","1020202285","Load cell","A","1","SLB625D"
"12","1029804242","Plug bush","B","1","DT04-3P"
"13","1029804239","Socket outlet","B","1","DT06-3S"
"14","1020521022","Foot switch","A","1","FS-5G-20-C(hole)"
"15","1021404015","Tilting angle sensor","C","1","MSS-530"
"16","02551706200110010","Platform cables","A","1",""
