"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","1040200504","Nut","A","8","GB/T889.1-2000"
"4","1040302512","Washer","A","12","GB/T96.1-2002"
"5","00771201100001010","Mounting bracket","B","2",""
"6","1040004678","Knob bolt","A","4","M10×70"
"7","1040201089","Nut","A","41","GB/T6170-2000"
"8","1040302480","Washer","B","85","GB/T96.1-2002"
"9","1040004519","Bolt","A","21","GB/T5783-2000"
"10","1040100105","Screw","B","8","GB/T70.1-2000"
"11","1040300771","Washer","A","14","GB/T97.1-2002"
"12","1109900765","Hydraulic gate lock","A","2","50075-C37K"
"16","1040004518","Bolt","A","3","GB/T5783-2000"
"30","02551501110001013","Left hood","B","1",""
"31","1040302512","Washer","A","8","GB/T96.1-2002"
"32","1040200113","Nut","A","4","GB/T6170-2000"
"33","02551501120601020","Round steel","A","1",""
"34","02551501100001090","Mounting bracket","A","1",""
"35","1040004507","Bolt","A","2","GB/T5783-2000"
"36","1040200504","Nut","A","2","GB/T889.1-2000"
"37","02551501120601010","Bending plate","C","1",""
