"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"13","00771102800001010","Pin","B","2",""
"14","00771102800001060","Wear-resistant plate","A","1",""
"15","00771102800001070","Pin","B","2",""
"16","00771102800001220","Lubrication-free bearing","A","2",""
"17","00771102810001030","Wear-resistant plate","A","4",""
"18","00771102810001190","Lubrication-free bearing","A","2",""
"19","00771102810001260","Main pin cover","B","2",""
"20","00771102811000000","Steering cylinder","B","2",""
"21","00771102811200000","Steering linkage weldment","A","1",""
"22","00771102820001020","Pin","D","2",""
"23","00771102820001210","Front wheel block","A","2",""
"24","00771102820001230","Lubrication-free bearing","B","4",""
"25","00771102820001270","Bearing stop plate","A","4",""
"26","00771402800001150","Self-lubricating bearing","A","2",""
"27","00771402800001230","Self-lubricating bearing","A","2",""
"28","00771402840001260","Bracket","A","2",""
"29","00771402850001210","Fixed ring","A","2",""
"30","00773400300001200","Stop pin","F","4",""
"31","02551502800400000","Front axle weldment","B","1",""
"32","02551502800600000","Right steering knuckle","B","1",""
"33","02551502800800000","Left steering knuckle","B","1",""
"34","1040002434","Bolt","A","6","GB/T5783-2016"
"35","1040004517","Bolt","A","52","GB/T5783-2000"
"36","1040004565","Bolt","A","4","GB/T5783-2016"
"37","1040004653","Bolt","A","8","GB/T5783-2000"
"38","1040101643","Screw","A","4","GB/T70.1-2000"
"39","1040200503","Nut","A","4","GB/T889.1-2000"
"40","1040301515","Washer","A","44","GB/T97.1-2002"
"41","1040302489","Washer","B","10","GB/T97.1-2002"
"42","1040302490","Washer","B","8","GB/T97.1-2002"
