"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","02555500310400000","Second boom section weldment","B","1",""
"17","1040301515","Washer","A","25","GB/T97.1-2002"
"33","1040302480","Washer","B","3","GB/T96.1-2002"
"34","1040004509","Bolt","A","6","GB/T5783-2000"
"35","1040302489","Washer","B","6","GB/T97.1-2002"
"36","1040004519","Bolt","A","11","GB/T5783-2000"
"37","00771600301001460","Wear gasket I","B","6",""
"38","02555500310801010","Boom retracting wire rope","B","2",""
"39","00771100300801070","Pulley hood left","C","1",""
"40","00771100300801050","Pulley hood right","C","1",""
"41","00771400300850000","Retracting boom pulley","D","2",""
"42","00771400310001020","Lubrication-free bearing","B","2",""
"43","00771100310880000","Cover plate welds-left","B","1",""
"44","02551500320850000","Retracting pulley pin","A","2",""
"45","00771100310890000","Cover plate welds-right","B","1",""
