"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02551506600611010","Socket cover","B","1",""
"2","1040004519","Bolt","A","2","GB/T5783-2000"
"3","1040301510","Washer","A","2","GB/T93-1987"
"4","1040301515","Washer","A","4","GB/T97.1-2002"
"5","02551500810400000","Generator bracket","C","1",""
"6","1040006015","Bolt","A","4","GB/T5783-2000"
"7","02551500810001040","Electric leak protective box bracket","B","1",""
"8","1040201089","Nut","A","2","GB/T6170-2000"
"9","1040302492","Washer","B","8","GB/T97.1-2002"
"10","1040200681","Nut","A","4","GB/T6170-2000"
