"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"49","1081013001","O -shape seal ring","A","1",""
"50","1049900994","Hexagonal socket head plug","A","1",""
"51","1039814080","Internal friction plate","A","5",""
"52","1039814081","External friction plate","A","6",""
"53","1081013002","Sealing retainer ring","A","2",""
"54","1081013003","X -ring","A","1",""
"55","1081013004","Sealing retainer ring","A","2",""
"56","1119900350","Spring","A","8",""
"57","1119900351","X -ring","A","1",""
"58","1119900352","Spring","A","8",""
"59","1081013005","O -shape seal ring","A","1",""
"60","1040105067","Hex socket cap screw(Dacro)","A","12",""
