"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020607505","24 core plug","A","1",""
"2","1029804242","Plug bush","B","1","DT04-3P"
"3","1029804239","Socket outlet","B","1","DT06-3S"
"4","1029906298","Limit switch","A","3","ZCD21+ZCE01+ZC
Y25+ZC DEP16"
"5","02551506200310010","Boom cables","A","1",""
"6","1020700540","Terminal resistance","B","1","DT04-3P-P006"
"7","1021404630","Stay cord sensor","A","1","CET10000-2-6-1-IR"
"8","1021404019","Tilting angle sensor","A","1","AMU-CBO"
"9","1029904249","Socket outlet(2 inserts)","A","1","DT06-2S"
"10","1020700949","Plug bush(2 inserts)","A","1","DT04-2P"
"11","1020706399","24 core sheath","A","1","132015-0076"
