"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"15","1029805597","Button","A","1","PBM-12M11-DS-N-
NNB1S"
"16","1029907663","Water-proof cap","A","1","D-15-PBM-12M"
"17","1040300514","Washer","A","8","GB/T97.1-2002"
"18","1040001122","Bolt","A","8","GB/T5783-2000"
"19","1020520993","Joystick","A","1","D10AHS2AK2ZOZ
LG"
"20","1020520994","Joystick","A","1","D10BHD2AK4ZOZ
LG"
"21","1029907958","Alarm indicator panel","A","1","DL-LD14G-ZL-T12-
V1.0 1"
"22","1020520995","Potentiometer","A","1","DD40HS1ZLG"
"23","1020509007","Push contact","B","1","ZB2-BZ102C"
"24","1990900004","Emergency stop decal","A","1","ZB2BY9330"
"25","1020502039","Emergency stop button head","A","1","ZB2-BT4C"
"26","1029802085","Nylon plug","A","11","DPK-M12B"
"27","1029804205","Tighten nut","A","11","GMK-M12B"
"28","1020521445","Joystick","A","5","TN8A_107EY_N_C
H01"
"29","1020521443","Joystick","A","1","TN8A_101EY_N_C
H01"
"30","1020521444","Joystick","A","1","TN8A_103EY_N_C
H01"
"31","1020810958","Joystick","A","1","TN8A_108EY_N_C
H01"
