"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140101737","Right-angle combination coupling","A","3","EW28LOMDCF"
"2","02551505201610000","Oil tank","A","1",""
"3","1140115402","Long male stud connector","A","1","GE18LREDOMDCF
-L75"
"4","1140101478","Right-angle combination coupling","A","1","EW15LOMDCF"
"5","1140101479","Right-angle combination coupling","A","1","EW18LOMDCF"
"6","1019901354","Liquid level thermometer","A","1","FSA-176-1.0/T/10"
"7","1140103362","Male stud connector","A","4","GE28LREDOMDCF"
"8","1140101462","Male stud connector","A","1","GE12LREDOMDCF"
"9","1140101629","Plug screw","A","2","VSTI3/8EDCF"
"10","1140101464","Male stud connector","A","2","GE15LREDOMDCF"
"11","1140111237","Male stud connector","A","1","GE08LREDOMDCF"
