"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02555500310600000","Third-section boom attachment","B","1",""
"9","1040301515","Washer","A","10","GB/T97.1-2002"
"118","02555500310001010","Upper linkage pin","A","1",""
"119","00771400210001180","Stop pin","C","1",""
"120","1040004653","Bolt","A","1","GB/T5783-2000"
"121","00771000300001120","Lubrication-free bearing","A","2",""
"122","1040302490","Washer","B","1","GB/T97.1-2002"
"123","00771100301601050","Protective plate","B","1",""
"124","00771900311001250","Lubrication-free bearing","B","2",""
"125","00771400301001010","Bush I","A","1",""
"126","1040004590","Bolt","A","2","GB/T5783-2000"
"127","02555500311010000","Leveling cylinder","A","1",""
"128","1040005846","Bolt","A","1","GB/T5783-2000"
"129","00771400301800000","Pin II","D","1",""
