"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","02555500310400000","Second boom section weldment","B","1",""
"46","02551500301401100","Adjustable spacer(5mm)","A","2",""
"47","00773400300001150","Adjustable gasket VI","A","20",""
"48","1040302489","Washer","B","46","GB/T97.1-2002"
"49","1040002434","Bolt","A","38","GB/T5783-2016"
"50","00773400300001140","Adjustable spacer V","B","12",""
"51","00771100301320000","Slider","B","8",""
"52","00771100301490000","Slider","B","2",""
"53","00771100301601071","Adjustable spacer","A","2",""
"54","02551500301210000","Slider","A","2",""
"55","02551500301410000","Slider","A","2",""
"56","00771100301310000","Slider","B","2",""
"57","00771100301601061","Adjustable spacer","A","2",""
