"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1000000867","Diesel oil engine","B","1","V2403-M-DI-E3B-
ZML-2"
"2","1040003912","Bolt","A","4","GB/T5783-2000"
"3","00773407140201040","Bending plate III","B","1",""
"4","00773407140201060","Washer","B","16",""
"5","1040302492","Washer","B","4","GB/T97.1-2002"
"6","1040302489","Washer","B","1","GB/T97.1-2002"
"7","1040003357","Bolt","A","1","GB/T5786-2000"
"8","1040302490","Washer","B","15","GB/T97.1-2002"
"9","1040002273","Bolt","B","15","GB/T5786-2000"
"10","00773407140201030","Bending plate II","B","1",""
"11","1009900979","Engine shock absorber","A","8","07Y-03-10000A-
1145"
"12","00773407100201050","Base plate","A","4",""
"13","1040200161","Nut","A","4","GB/T889-1986"
"14","1040300735","Washer","A","4","GB/T96.1-2002"
"15","1040002555","Bolt","A","4","GB/T5783-2000"
"16","1040004591","Bolt","A","4","GB/T5783-2000"
"17","1040302410","Washer","A","4","GB/T97.1-2002"
"18","00771107180211020","Cover","A","1",""
"19","00771100870009998","Driver","A","1",""
"20","00771107180211010","Connecting plate","B","1",""
"21","02551507100210000","Engine tray","D","1",""
"22","00773407140201050","Bending plate V","B","1",""
"23","00773407140201020","Bending plate I","B","1",""
"24","00771107180221010","Dam-board","A","1",""
"25","00771100870009999","Accelerator motor","A","1",""
"26","1040300735","Washer","A","6","GB/T96.1-2002"
"27","1040002555","Bolt","A","6","GB/T5783-2000"
"28","1009900968","Elastic coupler assembly","A","1","783968-0"
"29","1040101692","Bolt","B","3","GB/T5786-2000"
"30","1040101995","Screw","A","8","GB/T70.1-2000"
"31","00773407140201010","Coupler","A","1",""
