"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771100900001020","Position pin","C","1",""
"2","1010100843","Rotary motor","C","1",""
"3","1031500345","Rotary bearing","A","1",""
"4","1040004529","Bolt","A","40","GB/T1228-1991"
"5","1040302490","Washer","B","2","GB/T97.1-2002"
"6","1040004511","Bolt","A","2","GB/T5783-2000"
"7","1040302502","Washer","A","45","GB/T1230-1991"
"8","1040004614","Bolt","A","5","GB/T5782-2000"
"9","1040004513","Bolt","A","9","GB/T5783-2000"
"10","1040302491","Washer","B","9","GB/T97.1-2002"
"11","1030202187","Rotary reducer","A","1",""
"12","00771100900001010","Reducer connecting plate","C","1",""
"13","1030202521","Rotary reducer","A","1",""
