"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"28","1040002434","Bolt","A","6","GB/T5783-2016"
"37","1040004517","Bolt","A","7","GB/T5783-2000"
"46","02551500810200000","Turntable weldment","B","1",""
"47","00771600800001050","Emergency motor pump mount
bracket","C","1",""
"48","1040301515","Washer","A","23","GB/T97.1-2002"
"49","00773400800001150","Friction plate","A","1",""
"50","00773400801400000","Tray pin","C","1",""
"51","00771100800001110","Tray axle","C","1",""
"52","00773400300001201","Stop pin","B","1",""
"53","00771400800001111","Adjustable spacer","A","1",""
"54","00772500800001191","Tray spacer I","A","1",""
"55","00772500800001201","Tray spacer II","A","1",""
"56","00771400800001100","Block","B","1",""
"57","1040004508","Bolt","A","2","GB/T5783-2000"
"58","00771400850001210","Upright block","A","2",""
"59","1040102356","Screw","A","4","GB/T70.3-2000"
