"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1000001110","Diesel oil engine","A","1","V2403-CR-E5B-
ZML-3"
"2","1040001631","Bolt","A","4","GB/T5783-2000"
"3","1040300735","Washer","A","4","GB/T96.1-2002"
"4","1000000939_REF002","Reference assembly","A","1",""
"5","00773400800401150","Nut seat","A","4",""
"6","1040103038","Screw","A","4","GB/T70.1-2000"
"7","1040302529","Washer","A","4","GB/T96.1-2002"
"8","02551500810800000","ECU mounting plate","A","1",""
"9","1040302489","Washer","B","1","GB/T97.1-2002"
"10","1040003357","Bolt","A","1","GB/T5786-2000"
"11","00773407140201030","Bending plate II","B","1",""
"12","1040002273","Bolt","B","15","GB/T5786-2000"
"13","1040302490","Washer","B","15","GB/T97.1-2002"
"14","1009900979","Engine shock absorber","A","8","07Y-03-10000A-
1145"
"15","00773407100201050","Base plate","A","4",""
"16","1040200161","Nut","A","4","GB/T889-1986"
"17","02551500810600000","Engine tray","A","1",""
"18","00773407140201020","Bending plate I","B","1",""
"19","00773407140201050","Bending plate V","B","1",""
"20","1040302492","Washer","B","4","GB/T97.1-2002"
"21","1040003912","Bolt","A","4","GB/T5783-2000"
"22","00773407140201060","Washer","B","16",""
"23","00773407140201040","Bending plate III","B","1",""
"24","1040101995","Screw","A","8","GB/T70.1-2000"
"25","00773407140201010","Coupler","A","1",""
"26","1040101692","Bolt","B","3","GB/T5786-2000"
"27","1009900968","Elastic coupler assembly","A","1","783968-0"
