"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02555500310820000","Telescopic cylinder","A","1",""
"33","1040302480","Washer","B","3","GB/T96.1-2002"
"37","00771600301001460","Wear gasket I","B","6",""
"81","1040302512","Washer","A","9","GB/T96.1-2002"
"130","00771400300870001","Pin II","A","1",""
"131","1040004517","Bolt","A","1","GB/T5783-2000"
"132","1040004620","Bolt","A","2","GB/T5782-2000"
"133","1040004554","Bolt","A","4","GB/T5782-2000"
"134","00771400310001010","Lubrication-free bearing","B","2",""
"135","00771100300840001","Extending boom pulley","B","1",""
"136","02551500300801040","Pulley side slider","A","2",""
"137","02551500300801010","Pulley block","A","1",""
"138","00771100310930000","Extending boom pulley bracket","C","1",""
