"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02555500310200000","First boom section weldment","B","1",""
"89","00773400300001150","Adjustable gasket VI","A","12",""
"90","1040300771","Washer","A","15","GB/T97.1-2002"
"91","1040001631","Bolt","A","15","GB/T5783-2000"
"92","00771100301320000","Slider","B","4",""
"93","00773400300001140","Adjustable spacer V","B","6",""
"94","1040002434","Bolt","A","18","GB/T5783-2016"
"95","02551500301201020","Side brush plate","B","1",""
"96","02551500301201060","Lower brush plate","A","2",""
"97","02551500301201030","Side brush plate","B","1",""
"98","02551500301201070","Upper brush plate","A","1",""
"99","1040302489","Washer","B","30","GB/T97.1-2002"
"100","02551500301201040","Lower pressing plate","A","1",""
"101","02551500301201010","Side pressing plate","A","2",""
"102","00771200301201070","Upper pressing plate","A","1",""
"103","02551500301201050","Lower brush plate","A","1",""
"104","02551500301210000","Slider","A","2",""
"105","00771100301310000","Slider","B","2",""
"106","00773400300001131","Adjustable spacer(2mm)","A","2",""
