"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"96","1040304345","Brake adjustment washer","A","2",""
"97","1039814065","Stator","A","8",""
"98","1039814066","Rotor","A","7",""
"99","1040008931","Outer hex bolt","A","12",""
"100","1040502664","Position pin","A","2",""
"101","1039814067","Gear ring","A","1",""
"102","1049900993","Hexagonal socket head plug","A","1",""
"103","1040304346","Compound gasket","A","1",""
"104","1040304347","Shaft ring","A","1",""
"105","1040304348","Output shaft washer","A","1",""
"106","1050202883","Bearing","A","1",""
"107","1081012997","Oil seal","A","2",""
"108","1050202884","Bearing","A","1",""
