"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771107150401060","Fuel pipe VI","B","1",""
"2","1040200304","Nut","B","1","GB/T889-1986"
"3","00771007110401080","Accelator pull rod","A","1",""
"4","1040102372","Hex socket cap screw","A","7","GB/T70.1-2000"
"5","00773407140401120","Bending plate III","A","1",""
"6","1040300771","Washer","A","7","GB/T97.1-2002"
"7","00771007110401070","Accelerator soft axle","A","1",""
"8","02551507170401040","Fuel pipe IV","A","1",""
"9","00773407100401060","Hollow bolt","A","2",""
"10","1081000673","Seal washer","A","4","JB/T982-1977"
"11","00773407100401050","Connector II","A","2",""
"12","02551507170401050","Fuel pipe IX","A","1",""
"13","1990202279","Turbine rod clamp","A","18","SX9/W4/12-20"
"14","02551507170401020","Fuel pipe I","A","1",""
"15","02551507170401010","Bending plate","A","1",""
"16","1040004518","Bolt","A","3","GB/T5783-2000"
"17","1040301515","Washer","A","9","GB/T97.1-2002"
"18","1040201896","Nut","A","2","GB/T889.1-2015"
"19","1000000823_REF004","Reference assembly","A","1",""
"20","00773607100401010","Fuel tank assembly","C","1",""
"21","1040302480","Washer","B","4","GB/T96.1-2002"
"22","1040002434","Bolt","A","4","GB/T5783-2016"
"23","1040302512","Washer","A","4","GB/T96.1-2002"
"24","1009901074","Oil-water separator","A","1","S110756301"
"25","1040004619","Bolt","A","4","GB/T5783-2000"
"26","1040002738","Bolt","A","1","GB/T5783-2000"
"27","02551507170401030","Fuel pipe II","A","1",""
"28","1000000823_REF005","Reference assembly","A","1",""
"29","02551507100401040","Fuel pipe VIII","A","1",""
"30","1029902994","Cable tie","A","15","CHS-4*200(black)"
"31","00773407140401090","T-junction","A","1",""
"32","00771107150401070","Fuel pipe VII","B","1",""
"33","00771107150401040","Fuel pipe IV","B","1",""
"34","00771107150401050","Fuel pipe V","B","1",""
"35","1040004519","Bolt","A","2","GB/T5783-2000"
