"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02555500310600000","Third-section boom attachment","B","1",""
"63","02551500301410000","Slider","A","2",""
"64","1040302489","Washer","B","20","GB/T97.1-2002"
"65","1040002433","Bolt","A","6","GB/T5783-2000"
"66","00771100301601061","Adjustable spacer","A","2",""
"67","1040002434","Bolt","A","14","GB/T5783-2016"
"68","00773400300001150","Adjustable gasket VI","A","8",""
"69","00773400300001140","Adjustable spacer V","B","4",""
"70","00771100301320000","Slider","B","4",""
"71","00771100301490000","Slider","B","2",""
"72","00771100301601071","Adjustable spacer","A","4",""
