"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"109","NO-NUMBER","Dust ring","A","1",""
"110","NO-NUMBER(2)","Shaft seal","A","1",""
"111","NO-NUMBER(3)","Thrust washer","A","1",""
"112","NO-NUMBER(4)","Housing sealing ring","A","3",""
"113","NO-NUMBER(5)","Housing","A","1",""
"114","NO-NUMBER(6)","Thrust bearing","A","1",""
"115","NO-NUMBER(7)","Linkage shaft","A","1",""
"116","NO-NUMBER(8)","Spacer pate","A","1",""
"117","NO-NUMBER(9)","Geroler","A","1",""
"118","NO-NUMBER(10)","Linked pin","A","1",""
"119","NO-NUMBER(11)","Rear cover","A","1",""
"120","NO-NUMBER(12)","Rear cover plug","A","1",""
"121","NO-NUMBER(13)","Shim","A","7",""
"122","NO-NUMBER(14)","Bolt","A","7",""
"123","NO-NUMBER(15)","Axle","A","1",""
"124","NO-NUMBER(16)","Flat key","A","1",""
