"Item","Part Number","Description","Qty.","Remark"
"37","09440874","Decal, Danger-General safety rules","1","BT28ERT   
BT28SERT 
BT28BERT 
BT26ERT 
BT26SERT   
BT26BERT 
BT24ERT 
BT24BERT"
"38","09440969","Decal, Instructions-Work area","1","BT30ERT"
"","09440973","Decal, Instructions-Work area","1","BT28ERT"
"","09440979","Decal, Instructions-Work area","1","BT26ERT"
"","09440985","Decal, Instructions-Work area","1","BT24ERT"
"","09440971","Decal, Instructions-Work area","1","BT30SERT"
"","09440975","Decal, Instructions-Work area","1","BT28SERT"
"","09440981","Decal, Instructions-Work area","1","BT26SERT"
"","09440977","Decal, Instructions-Work area","1","BT28BERT"
"","09440983","Decal, Instructions-Work area","1","BT26BERT"
"","09440987","Decal, Instructions-Work area","1","BT24BERT"
"39","09340026","Decal, Notice-Keep the manual with the 
machine","1",""
"40","09440186","Decal, Label-Capacity 300kg/454kg","1","BT30ERT 
BT30SERT"
"","09440187","Decal, Label-Capacity 454kg","1","BT28ERT 
BT26ERT 
BT24ERT 
BT28SERT 
BT26SERT   
BT28BERT 
BT26BERT 
BT24BERT"
