"Item","Part Number","Description","Qty.","Remark"
"18","92048554","Hose Assembly","1",""
"19","92048557","Hose Assembly","1",""
"20","00001504","Fitting, Straight","4",""
"21","00001114","Plug","1",""
"22","92048549","Hose Assembly","1",""
"23","92101282","Hose Assembly","1","BT30ERT"
"","92048505","Hose Assembly","1","BT30SERT 
BT28ERT 
BT28BERT"
"","92100126","Hose Assembly","1","BT26ERT 
BT28SERT 
BT26BERT"
"","92048523","Hose Assembly","1","BT26SERT 
BT24ERT 
BT24BERT"
"24","00002069","Fitting, Straight","2",""
"25","92048439","Hose Assembly","1","BT30SERT 
BT28SERT 
BT26SERT"
"","92048942","Hose Assembly","1","BT30ERT 
BT28ERT 
BT26ERT 
BT24ERT"
"","92102306","Hose Assembly","1","BT28BERT 
BT26BERT 
BT24BERT"
"26","00001835","Fitting, 90°","2","BT30SERT 
BT28SERT 
BT26SERT"
"27","00001506","Fitting, Straight","2","BT30SERT 
BT28SERT 
BT26SERT"
"","00001504","Fitting, Straight","2","BT30ERT 
BT28ERT 
BT26ERT 
BT24ERT 
BT28BERT 
BT26BERT 
BT24BERT"
