"Item","Part No.","Description","Qty."
"1","10026022","Mast 1 weldment","1"
"2","10023086","Press plate","1"
"3","10023088","Press plate","1"
"4","00002000","Washer  GB/T 96.1  8","16"
"5","00000609","Washer  GB/T 93  8","16"
"6","00001063","Bolt  GB/T 5783  M8×16","16"
"7","00008416","Battery","4"
"8","10022974","Bracket","1"
"9","00000683","Bolt  GB/T 5783  M10×30","3"
"10","00000679","Washer  GB/T 93  10","5"
"11","00001028","Washer  GB/T 96.1  10","3"
"12","10023082","Battery tray weldment","1"
"13","10023081","Battery tray weldment","1"
"14","10023083","Counterweight","1"
"15","00000615","Washer  GB/T 97.1  10","2"
"16","00001984","Bolt  GB/T 5782  M10×60","2"
"17","10023085","Press plate","1"
"18","10023087","Press plate","1"
