"Item","Part No.","Description","Qty."
"1","00003380","Screw  GB/T 819  M5×16 – H","2"
"2","10005837","Mast cover","1"
"3","10005494","Adjusting plate","16"
"4","10005495","Slide block","4"
"5","10005836","Mast cover","1"
"6","10005955","Press plate","2"
"7","10005498","Slide block","12"
"8","00004828","Screw  GB/T 845  ST5.5×13","4"
"9","10005827","Mast 3 weldment","1"
"10","00004816","Washer  6  DIN 25201","33"
"11","00001180","Screw  GB/T 70.2  M6×20","8"
"12","00001179","Screw  GB/T 70.2  M6×16","25"
"13","00000621","Washer  GB/T 93  6","8"
"14","00000745","Bolt  GB/T 5783  M6×12","6"
"15","","Wire rope assembly (refer to 304.1）","2"
"16","00000620","Washer  GB/T 97.1  6","6"
"17","10005956","Plate","1"
"18","00000818","Bolt  GB/T 5783  M6×16","2"
