"Item","Part No.","Description","Qty."
"1","00001033","Nut  GB/T 6182  M6","10"
"2","00001163","Nut  GB/T 6182  M8","8"
"3","00000620","Washer  GB/T 97.1  6","17"
"4","00000608","Washer  GB/T 97.1  8","16"
"5","10026043","Pulley seat","2"
"6","92000239","Pin","2"
"7","92000231","Tilt-back frame weldment","2"
"8","00000993","Screw  GB/T 5783  M8×25","8"
"9","92000238","Spacer sleeve","2"
"10","92000236","JDBB-1013 Bearing","4"
"11","10019091","Tube, Contact Alarm","2"
"12","10019093","Jacket, Foam","2"
"13","92000243","Plug, Nylon","2"
"14","00006225","Door magnetic switch","1"
"15","00006226","Magnet","1"
"16","92000237","Spring","2"
"17","00000774","Screw  GB/T 70  M6×20","4"
"18","00004299","Screw  GB/T 70  M6×55","4"
