"Item","Part No.","Description","Qty."
"1","10005569","Mast cover","1"
"2","10005494","Adjusting plate","8"
"3","10005495","Slide block","2"
"4","10005568","Mast cover","1"
"5","00004828","Screw  GB/T 845  ST5.5×13","8"
"6","10026022","Mast 1 weldment","1"
"7","00000620","Washer  GB/T 97.1  6","2"
"8","00000621","Washer  GB/T 93  6","2"
"9","00000745","Bolt  GB/T 5783  M6×12","2"
"10","10005510","Plate","1"
"11","10005498","Slide block","6"
"12","00004816","Washer  6  DIN 25201","16"
"13","00001183","Screw  GB/T 70.2  M6×30","4"
"14","00001179","Screw  GB/T 70.2  M6×16","12"
