"Item","Part No.","Description","Qty."
"30","00000609","Washer  GB/T 93  8","9"
"31","00002051","Screw  GB/T 70.1  M8×16","9"
"32","10006068","Linkage weldment","1"
"33","10006077","Pothole link plate","2"
"34","00000356","8812-202309  Bearing","6"
"35","00000930","Circlips  GB/T 894.1-16","8"
"36","00000350","8812-161808  Bearing","4"
"37","00005075","892-16021  Pin","4"
"38","10007103","Gas shock","2"
"39","10006053","Linkage weldment","1"
"40","00005028","8812-161816  Bearing","4"
"41","00005077","892-16050  Pin","4"
