"Item","Part No.","Description","Qty."
"1","00001042","Screw  GB/T 70.1  M6×30","1"
"2","00002247","Nut  GB/T 6170  M6","1"
"3","10005935","Pulley bracket","1"
"4","00000876","Screw  GB/T 70.1  M6×16","5"
"5","10021480","Lift cylinder","1"
"6","00000609","Washer  GB/T 93  8","4"
"7","00001061","Screw  GB/T 70.1  M8×20","4"
"8","00009471","Elbow","1"
"9","10021493","Pipe","1"
"10","00004905","Flow control valve","1"
"11","00001335","Washer  JB/T 982  16","1"
"12","10005589","Fitting","1"
"13","10021395","Pipe","1"
"14","00001503","Straight fitting","1"
"15","10005867","Pipe","1"
"16","00002219","Washer  GB/T 93  20","2"
"17","00002272","Nut  GB/T 6170  M20","4"
"18","10005934","Roller","3"
"19","00005159","8812-141614  Bearing","3"
"20","10005933","Pin","3"
"21","00002405","Cotter pin  GB/T 91  4×32","2"
"22","10005940","Chain terminal","2"
"23","00014130","Seal kit","1"
