"Item","Part No.","Description","Qty."
"25","00000814","Washer  GB/T 97.1  12","12"
"26","10002448","Switch bracket","1"
"27","00002883","Bolt  GB/T 16674  M10×80","2"
"28","00002481","8902-10100  Pin","2"
"29","00000592","895-38.1×60  Pin","2"
"30","10002455","Chassis link pivot weldment","1"
"31","10002450","Switch bracket","1"
"32","00002873","Bolt  QC/T 340  M10×20","2"
"33","00001856","Bolt  GB/T 5783  M12×50","6"
"34","00000748","Limit switch","2"
"35","00000605","Washer  GB/T 97.1  5","8"
"36","00000606","Washer  GB/T 93  5","8"
"37","00001246","Screw  GB/T 70.1  M5×16","8"
"38","10000251","Sensor cover (JCPT1218RT-CE)","1"
"39","00000695","Angle sensor (JCPT1218RT-CE)","1"
"40","00000778","Washer  GB/T 97.1  4 (JCPT1218RT-CE)","2"
"41","00000779","Washer  GB/T 93  4 (JCPT1218RT-CE)","2"
"42","00002002","Screw  GB/T 70.1  M4×10 (JCPT1218RT-CE)","2"
"43","","Slider assembly (refer to 203.1)","2"
"44","00000593","895-38.1×110  Pin","4"
"45","00000220","8902-10080  Pin","6"
"46","00002887","Bolt  QC/T 340  M10×25","6"
"47","10019738","Inner arm 1","1"
"48","10000264","Block","24"
"49","00002572","Nut  GB/T 6183.1  M10","4"
"50","10000260","Safety arm bushing","2"
"51","10002451","Safety arm","2"
"52","00000569","898-38.1×689  Pin","8"
"53","00000594","895-38.1×190  Pin","2"
