"Item","Part No.","Description","Qty."
"25","00000436","8813-38.1×44.45×14  Bearing","2"
"26","00001249","Nut  GB/T 6182  M12","6"
"27","00000814","Washer  GB/T 97.1  12","12"
"28","10002448","Switch bracket","1"
"29","00002883","Bolt  GB/T 16674  M10×80","2"
"30","00002481","8902-10100  Pin","2"
"31","00000592","895-38.1×60  Pin","2"
"32","10002455","Chassis link pivot weldment","1"
"33","10002450","Switch bracket","1"
"34","00002873","Bolt  QC/T 340  M10×20","2"
"35","00001856","Bolt  GB/T 5783  M12×50","6"
"36","00000748","Limit switch","2"
"37","00000605","Washer  GB/T 97.1  5","8"
"38","00000606","Washer  GB/T 93  5","8"
"39","00001246","Screw  GB/T 70.1  M5×16","8"
"40","10000251","Sensor cover (JCPT1418RT-CE)","1"
"41","00000695","Angle sensor (JCPT1418RT-CE)","1"
"42","00000778","Washer  GB/T 97.1  4 (JCPT1418RT-CE)","2"
"43","00000779","Washer  GB/T 93  4 (JCPT1418RT-CE)","2"
"44","00002002","Screw  GB/T 70.1  M4×10 (JCPT1418RT-CE)","2"
"45","","Slider assembly (refer to 203.1)","2"
"46","10002603","Outer arm 1","1"
"47","00000593","895-38.1×110  Pin","4"
"48","00000220","8902-10080  Pin","7"
"49","00002887","Bolt  QC/T 340  M10×25","6"
"50","10002900","Hose clamp assembly (refer to 205.1)","5"
"51","10000264","Block","32"
"52","10019765","Hose clamp assembly 2 (refer to 206.1)","7"
"53","00002572","Nut  GB/T 6183.1  M10","4"
