"Item","Part No.","Description","Qty."
"24","00000621","Washer  GB/T 93  6","4"
"25","00000774","Screw  GB/T 70.1  M6×20","2"
"26","10018000","Clamp","1"
"27","10018077","Hose","1"
"28","00008512","Screw  GB/T 70.1  M6×10","2"
"29","10006345","Fuel pump","1"
"30","00000609","Washer  GB/T 93  8","10"
"31","00000875","Bolt  GB/T 5783  M8×20","2"
"32","10003006","Hose","1"
"33","10003007","Hose","1"
"34","10003002","Fuel filter","1"
"--","10002978","Filter element","1"
"35","10002728","Fuel filter bracket","1"
"36","10002704","Engine swing tray weldment","1"
"37","10002709","Bumper bracket","1"
"38","10003009","Bumper","1"
"39","00002411","Screw  GB/T 70.1  M10×45","1"
"40","00002000","Washer  GB/T 96.1  8","2"
"41","00000993","Bolt  GB/T 5783  M8×25","2"
"42","00002162","Absorber","4"
"43","00000683","Bolt  GB/T 5783  M10×30","14"
"44","10002715","Engine bracket","1"
"45","10002714","Engine bracket","1"
"46","00003375","Straight fitting","1"
"47","00003276","Gear pump","1"
"48","00001776","Straight fitting","1"
"49","00001835","Elbow","1"
"50","00001536","O-ring  As568A 82.22×2.62","1"
"51","10002716","Adapter","1"
