"Item","Part No.","Description","Qty."
"1","10004249","Right main rail","1"
"2","10007341","Right door rail","1"
"3","10000299","Hinge A","1"
"4","00002865","Bolt  QC/T 340  M6×14","12"
"5","10000302","Hinge B","1"
"6","10007343","Entry gate","1"
"7","00002547","Bolt  GB/T 16674  M10×55","1"
"8","10000367","Spring","1"
"9","10000331","Latch handle","1"
"10","00002572","Nut  GB/T 6183.1  M10","1"
"11","10004250","Left door rail","1"
"12","10004120","Lock pin","2"
"13","00002392","Screw  GB/T 70.1  M5×40","2"
"14","00002573","Nut  GB/T 6183.1  M5","2"
"15","10004382","Inserted pin rod","2"
"16","10004241","Left main rail","1"
"17","00002568","Bolt  GB/T 16674  M8×60","8"
"18","00002575","Nut  GB/T 6183.1  M8","8"
"19","00001991","Rivet  GB/T 12618.4  4.8×16","50"
"20","10004239","Main platform deck plate 1","2"
"21","10016137","Main deck weldment","1"
"22","10004240","Main platform deck plate 2","1"
"23","","Support roller assembly (refer to 302.1)","1"
"24","","Side roller assembly (refer to 303.1)","4"
"25","10004111","Adjusting plate","4"
"26","","Support roller assembly (refer to 302.1)","1"
"27","00002046","Bolt  GB/T 5783  M12×35","12"
"28","00002576","Nut  GB/T 6183.1  M12","12"
"29","10001776","Wire clip","6"
