"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004518","Bolt","A","33","GB/T5783-2000"
"4","1040303580","Washer","A","39","GB/T96.1-2002"
"23","1040201646","Nut","A","2","GB/T6170-2000"
"24","00771400800001100","Block","B","1",""
"25","00772500800001201","Tray spacer II","A","1",""
"26","00772500800001191","Tray spacer I","A","1",""
"27","1040202854","Nut","A","6","GB/T889.1-2000"
"28","1040300771","Washer","A","6","GB/T97.1-2002"
"29","00774000800001380","Battery pressing plate","A","2",""
"30","00774000800001370","Battery pull rod","A","4",""
"31","00774000800001390","Battery separate plate","A","1",""
"32","00774000800001360","Stop plate II","A","1",""
"33","02561900810700000","Sensor cover","A","1",""
"34","00771400800001020","Self-lubricating bearing","A","2",""
"35","02562300810301050","Lower rear baffle","A","1",""
"36","00773400800001150","Friction plate","A","1",""
"37","1040004644","Bolt","A","1","GB/T5783-2000"
"38","1040202861","Nut","A","1","GB/T6170-2000"
"39","1040102040","Screw","A","2","GB/T70.1-2000"
"40","02562300810302080","Bending plate","B","1",""
"41","1040101567","Screw","A","8","GB/T70.1-2000"
"42","00771400800001030","Pin","D","1",""
"43","00773400300001200","Stop pin","F","1",""
"44","00771400801800000","Plug assembly","A","1",""
"45","02562300810302010","Tower boom protective plate","A","2",""
"46","1040001631","Bolt","A","2","GB/T5783-2000"
"47","00773400800001200","Switch seat","A","1",""
"49","1040301031","Washer","B","14","GB/T96.1-2002"
"51","1040302489","Washer","B","21","GB/T97.1-2002"
"53","1040004033","Bolt","A","16","GB/T5783-2000"
