"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"29","1020304559","Relay","B","2","788-303"
"30","1022290054","Short contact piece","A","17","2006-402"
"31","1020602747","Fuse","B","4","287020"
"32","1020600074","Fuse","B","10","0287010"
"33","1020600107","Fuse","B","3","0287010"
"34","1020600110","Fuse","B","3","287030"
"35","1029906870","Fuse terminal","A","22","2006-1681.1000-
449"
"36","1029904980","Terminal","A","9","2004-1301"
"37","1020700974","Dam-board","A","2","249-116"
"38","1040300159","Washer","A","6","GB/T96.1-2002"
"39","1020809446","Guide rail","A","1","SU 35/7.5-1(4.8-
25)"
"40","1029905163","End plate","A","1","2006-1692"
"41","1020600116","Fuse","B","1","0287003"
"42","1020600109","Fuse","B","1","0287025"
"43","1022270003","Diode terminal","A","3","281-665/281-400"
"44","1022290051","End plate","B","1","280-315"
"45","1029904933","Dam-board","A","2","2004-1392"
"46","1020704265","3 wire grounding terminal strip","A","1","2004-1307"
