"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1990202279","Turbine rod clamp","A","4","SX9/W4/12-20"
"2","00771407140601090","Steam hose I","A","1",""
"3","00771407140601040","Hose II","A","1",""
"4","00771407140601050","Hose III","A","1",""
"5","1040200503","Nut","A","18","GB/T889.1-2000"
"6","1000300735","Expansion tank","A","1","1311-01690"
"7","00772107120601020","Water tank mounting plate","A","1",""
"8","1040004619","Bolt","A","4","GB/T5783-2000"
"9","1040004517","Bolt","A","10","GB/T5783-2000"
"10","02561907100601020","Bending plate III","A","1",""
"11","00771607110601180","Plate I","C","1",""
"12","00771607110601190","Plate II","B","1",""
"13","1040301735","Washer","A","29","GB/T97.1-2002"
"14","00771607110601200","Plate III","B","1",""
"15","1040004519","Bolt","A","14","GB/T5783-2000"
"16","02561907100601040","Plate IV","A","1",""
"17","02562307110601010","Wind screen","A","1",""
"18","02561907100601030","Bending plate II","A","1",""
"19","1040200170","Nut","A","4","GB/T889-1986"
"20","1040002262","Bolt","B","4","GB/T5783-2000"
"21","1040301031","Washer","B","8","GB/T96.1-2002"
"22","00773407130601210","Sponge bar","A","1",""
"23","00771407100601170","Base plate","A","6",""
"24","1000300984","Radiator assembly","B","1","BR93482ZC"
"25","00771407140601140","Bending plate I","A","1",""
"26","00771607110601020","Hose IV","A","1",""
"27","00771407140601060","Return pipe","A","1",""
"28","00771407140601030","Hose I","A","1",""
"29","1990202287","Spiral turbine rod clamp","A","8","SX12/W3/32-54"
"30","1990202281","Turbine rod clamp","A","2","SX9/W4/20-32"
"31","00771407140601070","Outlet pipework","A","1",""
"32","00771407140601080","Water supply pipe","A","1",""
"33","00771407140601110","Steam hose II","A","1",""
