"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1010601139","Oil return filter","A","1","RFMON185B
D10A1.0/-V 300"
"2","1140103362","Male stud connector","A","3","GE28LREDOMDCF"
"3","1140101628","Plug screw","A","1","VSTI3/4EDCF"
"4","00774105200211080","Base plate","A","1",""
"5","00773405200211130","Oil Port 5","A","1",""
"6","1149901683","Male stud connector","A","1","GE42LREDOMDCF"
"7","1140101464","Male stud connector","A","2","GE15LREDOMDCF"
"8","1140111237","Male stud connector","A","1","GE08LREDOMDCF"
"9","1140105928","Male stud connector","A","1","GE22LR1/2EDOMD
CF"
"10","1140101629","Plug screw","A","1","VSTI3/8EDCF"
"11","1140101462","Male stud connector","A","1","GE12LREDOMDCF"
