"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140252177","Hose assembly","A","1",""
"2","1140256319","Hose assembly","A","1",""
"3","1140256319(2)","Hose assembly","A","1",""
"4","1140252177(2)","Hose assembly","A","1",""
"5","1140253301","Hose assembly","A","1",""
"6","1140253301(2)","Hose assembly","A","1",""
"7","1140253301(3)","Hose assembly","A","1",""
"8","1140253301(4)","Hose assembly","A","1",""
"9","1140249099","Hose assembly","A","1",""
"10","1140249099(2)","Hose assembly","A","1",""
"11","1140236864","Hose assembly","A","1",""
"12","1140237933","Hose assembly","A","1",""
"13","1140237933(2)","Hose assembly","A","1",""
"14","1140267240","Hose assembly","A","1",""
"15","1140267240(2)","Hose assembly","A","1",""
"16","1140237933(3)","Hose assembly","A","1",""
"17","1140237933(4)","Hose assembly","A","1",""
"18","1140237496","Hose assembly","A","1",""
"19","1140237496(2)","Hose assembly","A","1",""
"20","1140267240(3)","Hose assembly","A","1",""
"21","1140267240(4)","Hose assembly","A","1",""
"22","1140237496(3)","Hose assembly","A","1",""
"23","1140237496(4)","Hose assembly","A","1",""
"24","1140203091","Hose assembly","A","1",""
"25","1140232623","Hose assembly","A","1",""
"26","1140232590","Hose assembly","A","1",""
"27","1140281718","Hose assembly","A","1",""
"28","1140213585","Hose assembly","A","1",""
"29","1140225065","Hose assembly","A","1",""
"30","1140232590(2)","Hose assembly","A","1",""
"31","1140281718(2)","Hose assembly","A","1",""
"32","1140225065(2)","Hose assembly","A","1",""
"33","1140213585(2)","Hose assembly","A","1",""
"34","1140227751","Hose assembly","A","1",""
"35","1140249099(3)","Hose assembly","A","1",""
