"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"26","1029904980","Terminal","A","8","2004-1301"
"27","1020605395","Fuse","A","4","297005"
"29","1029907643","Socket","A","1","192900-0437"
"30","1029905392","Terminal","A","5","2002-1681"
"31","1020704265","3 wire grounding terminal strip","A","4","2004-1307"
"32","1029904933","Dam-board","A","2","2004-1392"
"33","1020700974","Dam-board","A","2","249-116"
"34","1029904920","ZDU2.5 short contact tag","A","4","2002-402"
"35","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
"36","1040300051","Washer","A","4","GB/T97.1-2002"
"37","1020103903","Controller","B","1","RC28-14/30"
"38","1029906990","ITT plug","A","1","192900-0074"
"39","1020809446","Guide rail","A","1","SU 35/7.5-1(4.8-
25)"
"40","1040300062","Washer","B","4","GB/T93-1987"
"41","1020605394","Fuse","A","1","297010"
"43","1022396084","Cable fixed head","A","1","HSK-M20B"
"44","1029805618","Socket","A","1","T417111005-002"
"45","1020520942","End plate","A","1","2002-1691"
"46","1020404405","Flashy buzzer","B","1","AD17-
22SML/DC12VR"
