"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"7","02562300401200000","Telescopic system","A","1",""
"35","1040004598","Bolt","A","16","GB/T5782-2000"
"39","1040301515","Washer","A","20","GB/T97.1-2002"
"59","00774100400001062","Pressing plate","A","8",""
"60","00774100401220001","Tower boom telescopic cylinder I","A","1",""
"61","00774100401210001","Tower boom telescopic cylinder II","A","1",""
"62","1040200504","Nut","A","4","GB/T889.1-2000"
"63","1040302489","Washer","B","4","GB/T97.1-2002"
"64","00774100401201011","Guide slider","A","1",""
"65","1040101997","Screw","A","4","GB/T70.1-2000"
"66","00774100401201020","Block","A","1",""
