"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"34","00771400301201030","Lubricating-free bearing II","A","4",""
"35","00774100300600000","Upper boom lifting cylinder","A","1",""
"36","00774100300001060","Bush II","B","1",""
"37","00774100300001091","Support tube","A","10",""
"38","00774100301800001","Side dust-proof brush","A","2",""
"39","00774000301600001","Lower dust-proof brush","A","1",""
"40","1040007501","Bolt","A","10","GB/T5783-2000"
"41","1040300771","Washer","A","22","GB/T97.1-2002"
"42","00774000301400001","Upper dust-proof brush","A","1",""
"43","1040004508","Bolt","A","2","GB/T5783-2000"
"44","1040302489","Washer","B","38","GB/T97.1-2002"
"45","00774100300001010","Telescopic cylinder support block","A","1",""
"46","00774100300200003","Base boom","B","1",""
