"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040005853","Bolt","A","30","GB/T1228-1991"
"2","1040302502","Washer","A","65","GB/T1230-1991"
"3","1040004029","Bolt","A","2","GB/T5783-2000"
"4","1040301503","Washer","A","2","GB/T93-1987"
"5","1010101004","Rotary motor","B","1",""
"6","00771400900001010","Position pin","B","1",""
"7","1040001028","Bolt","A","5","GB/T5783-2000"
"8","1040004606","Bolt","A","30","GB/T5782-2000"
"9","1030202324","Rotary reducer","A","1",""
"10","1031500371","Rotary bearing","A","1",""
