"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","1140249099(4)","Hose assembly","A","1",""
"37","1140253301(5)","Hose assembly","A","1",""
"38","1140253301(6)","Hose assembly","A","1",""
"39","1140253301(7)","Hose assembly","A","1",""
"40","1140253301(8)","Hose assembly","A","1",""
"41","1140231593","Hose assembly","A","1",""
"42","1140212612","Hose assembly","A","1",""
"43","1140208841","Hose assembly","A","1",""
"44","1140241822","Hose assembly","A","1",""
"45","1140203091(2)","Hose assembly","A","1",""
"46","1140232590(3)","Hose assembly","A","1",""
"47","1140281718(3)","Hose assembly","A","1",""
"48","1140225065(3)","Hose assembly","A","1",""
"49","1140213585(3)","Hose assembly","A","1",""
"50","1140225065(4)","Hose assembly","A","1",""
"51","1140213585(4)","Hose assembly","A","1",""
"52","1140281718(4)","Hose assembly","A","1",""
"53","1140232590(4)","Hose assembly","A","1",""
"54","1140101807","T-junction","A","1",""
"55","1140101489","T-junction","A","1",""
"56","1140111287","T-junction","A","1",""
"57","1149900295","T-junction","A","1",""
"58","1140111287(2)","T-junction","A","1",""
"59","1140111287(3)","T-junction","A","1",""
"60","1149900295(2)","T-junction","A","1",""
"61","1140111287(4)","T-junction","A","1",""
"62","1140101489(2)","T-junction","A","1",""
"63","1140111291","T-junction","A","1",""
"64","1140101807(2)","T-junction","A","1",""
"65","1140101489(3)","T-junction","A","1",""
