"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140102812","Male stud connector","A","2","GE18LREDOMDCF"
"2","1140101478","Right-angle combination coupling","A","4","EW15LOMDCF"
"3","1140101477","Right-angle combination coupling","A","2","EW12LOMDCF"
"4","1140101464","Male stud connector","A","6","GE15LREDOMDCF"
"5","1140114591","Reducer union","A","1","RED28/15LOMDCF"
"6","1140101462","Male stud connector","A","4","GE12LREDOMDCF"
"7","1140101479","Right-angle combination coupling","A","1","EW18LOMDCF"
"8","1140107397","Connector","A","1","ET28LOMDCF"
"9","1010307405","Main valve","A","1","L9300740179AA00"
"10","1140103362","Male stud connector","A","1","GE28LREDOMDCF"
"11","1140101489","T-junction","A","4","EL15LOMDCF"
"12","1140111291","T-junction","A","2","EL12LOMDCF"
"13","1140101523","Male stud connector","A","1","GE20SREDOMDCF"
"14","1140101629","Plug screw","A","2","VSTI3/8EDCF"
"15","1140101488","T-junction","A","1","EL18LOMDCF"
"16","1019901499","Connector","A","1","RED20S/12LOMDC
F"
"17","1140101711","T-junction","A","1","EL20SOMDCF"
