"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040300514","Washer","A","16","GB/T97.1-2002"
"2","1040101643","Screw","A","8","GB/T70.1-2000"
"3","1040201896","Nut","A","8","GB/T889.1-2015"
"4","00774100700201120","Chain mechanism","A","1",""
"5","00774100700201030","Rectagular tube","A","1",""
"6","00774000700201080","Clamp II","C","1",""
"7","00774000700201041","Pipeline pressing plate","A","1",""
"8","1040200503","Nut","A","14","GB/T889.1-2000"
"9","1040301515","Washer","A","22","GB/T97.1-2002"
"10","00774100700210000","Bracket I","B","2",""
"11","00774000700201061","Base plate","A","1",""
"12","1040004522","Bolt","A","2","GB/T5783-2000"
"13","1040004519","Bolt","A","10","GB/T5783-2000"
"14","1040103076","Screw","A","4","GB/T70.3-2008"
"15","00774100700201130","TRansition plate","B","1",""
"16","00773700700001101","Base plate","A","1",""
