"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004519","Bolt","A","6","GB/T5783-2000"
"2","1040200503","Nut","A","4","GB/T889.1-2000"
"3","1040003912","Bolt","A","4","GB/T5783-2000"
"4","02562300800001010","Plate","A","1",""
"5","1000001002_REF001","1000001002_REF001","A","1",""
"6","02562307100201030","Bending plate III","A","1",""
"7","02562307100201020","Bending plate II","A","1",""
"8","1040006017","Screw","B","4","GB/T70.1-2000"
"9","1000001002_REF008","Reference assembly","A","1",""
"10","00772107120201060","ECU mounting plate","A","1",""
"11","1040201896","Nut","A","4","GB/T889.1-2015"
"12","1040300771","Washer","A","8","GB/T97.1-2002"
"13","1040102774","Screw","A","4","GB/T70.1-2000"
"14","1040101692","Bolt","B","8","GB/T5786-2000"
"15","1030400480","Elastic coupler assembly","B","1","714368-1"
"16","00771407140201070","Coupler","A","1",""
"17","1040101492","Screw","A","12","GB/T70.1-2000"
"18","02562300800400000","Engine tray","A","1",""
"19","1009900942","Engine shock absorber","A","4","07Y-03-10000A-
1150"
"20","02562307100201010","Bending plate I","A","1",""
"21","1040200161","Nut","A","4","GB/T889-1986"
"22","00773407100201050","Base plate","A","4",""
"23","1001500061","Engine shock absorber","A","4","07Y-03-10000A-
00"
"24","1040002273","Bolt","B","16","GB/T5786-2000"
"25","02562307100201040","Bending plate IV","A","1",""
"26","1040302490","Washer","B","16","GB/T97.1-2002"
"27","1040302492","Washer","B","4","GB/T97.1-2002"
"28","1040301735","Washer","A","6","GB/T97.1-2002"
