"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","00773407000201432","lifting point","A","4",""
"6","00773407000231592","Tie down point and lifting point label
I","A","4",""
"7","00773407010231022","Hand pinch hazard","A","4",""
"8","02555407010231062","Remove refering to instruction","A","4",""
"9","00773407000231582","Tie down point and lifting point label","A","12",""
"10","00773407000201272","No water washing","A","6",""
"11","02555407010231022","The overturned without words is 
dangerous300KG-454KG","A","4",""
"14","00771407000201122","ZOOMLION-hood","B","4",""
"19","00775607000401322","Uninsulation label","A","4",""
"21","02551507030201120","Yellow arrow","A","6",""
"22","02551507030201110","Blue arrow","A","6",""
"23","02564707000231032","Butter filling mark","A","2",""
"24","00764307000231172","Rotary bearing -add grease regularly","A","2",""
"25","00771407030201142","No disassembly","A","20",""
"26","02552007020401022","ZT32J-ZT24JE-V Turntable Decal
Assembly","A","2",""
"27","02551707000401082","Diesel oil tank","A","2",""
"28","00771407010401202","Euro V fuel filling label","A","2",""
"29","02551707000401072","Turntable caution label","A","2",""
"41","00771407000401192","QR code","A","2",""
"42","00771407000201252","Noise label","A","2",""
"49","00771407000401342","Exhaust control diagnosis system","A","2",""
"50","00771407000401362","Euro stage V - Add lubricating oil
label","A","2",""
"53","02551507010201052","Regeneration high temperature
warning label","A","2",""
