"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"24","1040302492","washer","B","5","GB/T97.1-2002"
"36","1040004565","bolt","A","11","GB/T5783-2016"
"64","1040200504","nut","A","6","GB/T889.1-2000"
"65","1040301031","washer","B","2","GB/T96.1-2002"
"66","1040002436","bolt","A","2","GB/T5783-2000"
"67","02551700821000001","Tank bracket","A","1",""
"68","02552000811000001","Pull rod welds","A","1",""
"69","1040200161","nut","A","4","GB/T889-1986"
"70","1040002447","bolt","A","2","GB/T5783-2000"
"71","1040005847","bolt","A","2","GB/T5783-2000"
"72","02552000810001061","Tank pull rod","A","1",""
"76","00771400800001150","spacer","A","4",""
"77","02551500800001010","rubber pad","A","1",""
"78","02551500820001090","Electric cabinet bracket I","A","1",""
