"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","00773400300001150","Adjustable gasket VI","A","12",""
"37","00771100301320000","slider","B","8",""
"38","1040101492","screw","A","4","GB/T70.1-2000"
"39","1040302489","washer","B","38","GB/T97.1-2002"
"40","1040004565","bolt","A","6","GB/T5783-2016"
"41","1040002434","bolt","A","22","GB/T5783-2016"
"42","02551500301210000","slider","A","2",""
"43","02551500301401100","adjustable spacer(5mm)","A","2",""
"44","00771100301601061","adjustable spacer","A","4",""
"45","00773400300001140","Adjustable spacer V","B","30",""
"46","00771100301490000","slider","B","2",""
"47","00771100301601071","adjustable spacer","A","4",""
"48","1040302489","washer","B","52","GB/T97.1-2002"
"49","1040002435","bolt","A","4","GB/T5783-2016"
"50","00771500301001071","pressing plate","A","2",""
"51","00771600301401090","Lower block","A","2",""
"52","00771600301401100","Upper block","A","2",""
