"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"66","NO-NUMBER","Dust ring","A","1",""
"67","NO-NUMBER(2)","Shaft seal","A","1",""
"68","NO-NUMBER(3)","Thrust washer","A","1",""
"69","NO-NUMBER(4)","Housing sealing ring","A","3",""
"70","NO-NUMBER(5)","Housing","A","1",""
"71","NO-NUMBER(6)","Thrust bearing","A","1",""
"72","NO-NUMBER(7)","Linkage shaft","A","1",""
"73","NO-NUMBER(8)","Spacer pate","A","1",""
"74","NO-NUMBER(9)","Geroler","A","1",""
"75","NO-NUMBER(10)","Linked pin","A","1",""
"76","NO-NUMBER(11)","Rear cover","A","1",""
"77","NO-NUMBER(12)","Rear cover plug","A","1",""
"78","NO-NUMBER(13)","Shim","A","7",""
"79","NO-NUMBER(14)","bolt","A","7",""
"80","NO-NUMBER(15)","Axle","A","1",""
"81","NO-NUMBER(16)","Flat key","A","1",""
