"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"22","1040201092","nut","B","2","GB/T6170-2000"
"23","1040302490","washer","B","23","GB/T97.1-2002"
"24","1040002442","bolt","A","7","GB/T5783-2000"
"25","1040301515","washer","A","6","GB/T97.1-2002"
"26","02552000301001030","No.1 extending wire rope","A","2",""
"27","00771500301080001","Wire rope bracket I","A","1",""
"28","00771600301001231","Guiding bar","A","2",""
"29","00771600301001221","Sensor mounting plate","A","2",""
"30","1040301511","washer","A","2","GB/T97.1-2002"
"31","00771600301001320","spring","A","2",""
"32","00771400300801350","Sensor","A","2",""
"33","00771600301001311","bending plate","A","1",""
"34","1040004517","bolt","A","2","GB/T5783-2000"
"35","1040201111","nut","A","2","GB/T889-1986"
