"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040301515","washer","A","25","GB/T97.1-2002"
"2","1040200503","nut","A","17","GB/T889.1-2000"
"3","1040302489","washer","B","50","GB/T97.1-2002"
"4","02552000710600000","Short dragging pipe","A","1",""
"5","00771600700001010","Pipeline pressing block","C","8",""
"6","1040004656","bolt","A","3","GB/T5782-2000"
"7","00771400710001021","pressing plate","A","4",""
"8","1040102738","screw","A","3","GB/T70.1-2000"
"9","00771600700001120","Pipeline clamp","A","4",""
"10","00771600700001131","pressing plate","A","2",""
"11","1040103375","screw","A","16","GB/T70.2-2000"
"12","1040200504","nut","A","23","GB/T889.1-2000"
"13","1040101995","screw","A","4","GB/T70.1-2000"
"14","02552000701400000","Short steel chain","B","1",""
