"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"225","1019822166","Cylinder body","A","1",""
"226","1081009761","Piston seal","A","1",""
"227","1019822167","screw","A","1","GB/T 78-2000"
"228","1019822168","Piston seal","A","1",""
"229","1081200737","check ring","A","2",""
"230","1019822169","O-ring","A","1","GB/T 3452.1-2005"
"231","1019822170","O-ring","A","1","GB/T 3452.1-2005"
"232","1019822171","check ring","A","1",""
"233","1019822172","Guide sleeve","A","1",""
"234","1019822173","Guide ring","A","2",""
"235","1019822174","HBTS","A","1",""
"236","1019822175","B3-type rod seal","A","1",""
"237","1081200341","Dust ring","A","1",""
"238","1019822176","piston rod","A","1",""
