"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","00773400300001150","Adjustable gasket VI","A","12",""
"37","00771100301320000","slider","B","8",""
"39","1040302489","washer","B","38","GB/T97.1-2002"
"41","1040002434","bolt","A","22","GB/T5783-2016"
"45","00773400300001140","Adjustable spacer V","B","30",""
"142","1040300771","washer","A","11","GB/T97.1-2002"
"143","02552000301401050","Lower brush plate","A","1",""
"144","02552000301401060","Lower pressing plate","A","1",""
"145","02552300301401010","Upper brush plate","A","1",""
"146","1040002433","bolt","A","6","GB/T5783-2000"
"147","1040001631","bolt","A","11","GB/T5783-2000"
"148","02552000301401021","Side brush plate","A","2",""
"149","00771600301425010","Side pressing plate","A","2",""
"150","00771900311201090","Upper pressing plate","A","1",""
"151","02552000301410000","slider","A","2",""
"152","00773400300001131","adjustable spacer(2mm)","A","6",""
"153","00771100301310000","slider","B","2",""
