"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1019813241(2)","Proportional battery valve","A","2",""
"2","1019815300(2)","Spring seat","A","2",""
"3","1019815312","Valve core","A","1",""
"4","1019815302(2)","spring","A","2",""
"5","1081011999(3)","O-ring","A","1",""
"6","1081011998(3)","O-ring","A","3",""
"7","1019815303(2)","Compensating spool","A","1",""
"8","1019815391(2)","Plug","A","1",""
"9","1081012001(2)","O-ring","A","1",""
"10","1019815304(2)","Check valve","A","2",""
