"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"15","1040301515","washer","A","10","GB/T97.1-2002"
"31","1040002434","bolt","A","4","GB/T5783-2016"
"36","1040004565","bolt","A","11","GB/T5783-2016"
"37","1040004519","bolt","A","8","GB/T5783-2000"
"38","1040302489","washer","B","12","GB/T97.1-2002"
"39","1040301502","washer","A","5","GB/T93-1987"
"40","1040200503","nut","A","2","GB/T889.1-2000"
"41","02551700800001100","Swivel center fastening plate","B","1",""
"42","00771400800001090","bending plate","B","1",""
"43","00771400800001010","Turntable stop pin","C","1",""
"44","1040103205","screw","A","1","GB/T70.1-2000"
"58","00771400800001170","Gear cover","B","1",""
