"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"23","1040302490","washer","B","23","GB/T97.1-2002"
"26","02552000301001030","No.1 extending wire rope","A","2",""
"48","1040302489","washer","B","52","GB/T97.1-2002"
"188","1040200504","nut","A","4","GB/T889.1-2000"
"189","1040004595","bolt","A","2","GB/T5782-2000"
"190","1040004554","bolt","A","2","GB/T5782-2000"
"191","1040002439","bolt","A","4","GB/T5783-2000"
"192","00771500301180000","No.1 extending pulley","B","1",""
"193","02552000301001130","First extending pulley guard plate","A","1",""
"194","00771600311110000","First extend pin weld","D","1",""
"195","02552000301001120","First extend guide slider","A","2",""
"196","00771900311001261","lubrication-free bearing","A","2",""
"197","00771600301001480","Wear spacer II","B","2",""
"198","1040005846","bolt","A","1","GB/T5783-2000"
"199","02552000301050000","Pulley support","A","1",""
